SUID,@id,Betweenness,Closeness,Degree,Eigenvector,Information,LAC,name,Network,selected,shared name,stringdb::canonical name,stringdb::full name,Subgragh,
328,stringdb:9606.ENSP00000277541,1377.500014,0.062951198,95,0.109382078,8.782175064,40.37894737,9606.ENSP00000277541,60.58117618,FALSE,9606.ENSP00000277541,P46531,,3.93E+27,0.552036106
401,stringdb:9606.ENSP00000302564,757.8676324,0.062923943,95,0.112183273,8.782175064,42.92631579,9606.ENSP00000302564,64.67092033,FALSE,9606.ENSP00000302564,Q07817,,4.14E+27,0.543880571
306,stringdb:9606.ENSP00000412237,640.9378871,0.062996677,95,0.113175921,8.782175064,44.96842105,9606.ENSP00000412237,66.80099214,FALSE,9606.ENSP00000412237,P22301,,4.21E+27,0.543331792
386,stringdb:9606.ENSP00000363822,3024.692612,0.062969382,87,0.088045217,8.710071564,30.50574713,9606.ENSP00000363822,46.75563252,FALSE,9606.ENSP00000363822,P10275,,2.55E+27,0.542975016
292,stringdb:9606.ENSP00000302961,1596.858102,0.062978478,91,0.100009054,8.747540474,35.64835165,9606.ENSP00000302961,54.08175805,FALSE,9606.ENSP00000302961,P34932,,3.29E+27,0.537598768
354,stringdb:9606.ENSP00000297494,1673.479082,0.063197565,93,0.096610494,8.765185356,34.32258065,9606.ENSP00000297494,54.82826725,FALSE,9606.ENSP00000297494,Q14434,,3.07E+27,0.537411173
433,stringdb:9606.ENSP00000216117,1558.046697,0.063051338,88,0.096562281,8.719723701,35.90909091,9606.ENSP00000216117,51.88100655,FALSE,9606.ENSP00000216117,P09601,,3.07E+27,0.52827971
247,stringdb:9606.ENSP00000219070,1010.328315,0.062824207,85,0.106518939,8.69016552,42.63529412,9606.ENSP00000219070,55.70257586,FALSE,9606.ENSP00000219070,P08253,,3.73E+27,0.527633421
321,stringdb:9606.ENSP00000344456,1398.545565,0.062933025,91,0.094912261,8.747540474,34.43956044,9606.ENSP00000344456,56.29711163,FALSE,9606.ENSP00000344456,P35222,,2.96E+27,0.525966083
298,stringdb:9606.ENSP00000414303,2233.935493,0.062851377,80,0.09024699,8.636534691,31.725,9606.ENSP00000414303,43.70373495,FALSE,9606.ENSP00000414303,Q9BYY7,,2.68E+27,0.521502902
336,stringdb:9606.ENSP00000252486,2758.370941,0.063014887,83,0.077870451,8.669389725,29.27710843,9606.ENSP00000252486,48.60041698,FALSE,9606.ENSP00000252486,P02649,,1.99E+27,0.517858161
104,stringdb:9606.ENSP00000384273,1095.872997,0.062815156,84,0.099129565,8.679889679,37.52380952,9606.ENSP00000384273,50.87364686,FALSE,9606.ENSP00000384273,Q04206,,3.23E+27,0.517090568
252,stringdb:9606.ENSP00000226730,962.3956301,0.062778978,82,0.101620771,8.658678055,42.12195122,9606.ENSP00000226730,56.00174559,FALSE,9606.ENSP00000226730,P60568,,3.40E+27,0.515525353
425,stringdb:9606.ENSP00000260010,1417.645266,0.062715765,80,0.096651845,8.636534691,40.025,9606.ENSP00000260010,53.34351746,FALSE,9606.ENSP00000260010,O60603,,3.07E+27,0.514393428
115,stringdb:9606.ENSP00000264832,517.5320704,0.062896711,85,0.103233241,8.69016552,43.27058824,9606.ENSP00000264832,59.52956507,FALSE,9606.ENSP00000264832,P05362,,3.50E+27,0.513344514
199,stringdb:9606.ENSP00000351273,636.3609223,0.062742841,86,0.10054522,8.700221062,39.6744186,9606.ENSP00000351273,58.86359641,FALSE,9606.ENSP00000351273,Q96T22,,3.32E+27,0.512347205
86,stringdb:9606.ENSP00000371067,661.6033958,0.062706745,82,0.101819366,8.658678055,41.3902439,9606.ENSP00000371067,53.95428161,FALSE,9606.ENSP00000371067,O60674,,3.41E+27,0.50961656
267,stringdb:9606.ENSP00000348069,4841.508565,0.062951198,72,0.053378962,8.53723526,19.27777778,9606.ENSP00000348069,35.18988588,FALSE,9606.ENSP00000348069,Q6PJ36,,9.37E+26,0.508656833
300,stringdb:9606.ENSP00000354394,991.904387,0.062607697,81,0.097088002,8.647724152,38.44444444,9606.ENSP00000354394,52.23498788,FALSE,9606.ENSP00000354394,Q9UDL5,,3.10E+27,0.507480994
195,stringdb:9606.ENSP00000330237,559.5913945,0.062697728,81,0.09543708,8.647724152,38.32098765,9606.ENSP00000330237,53.75576159,FALSE,9606.ENSP00000330237,Q9UEQ3,,3.00E+27,0.496873167
485,stringdb:9606.ENSP00000295256,2367.159116,0.062933025,80,0.070433907,8.636534691,27.05,9606.ENSP00000295256,42.30865558,FALSE,9606.ENSP00000295256,O60760,,1.63E+27,0.495088041
62,stringdb:9606.ENSP00000296871,871.1966663,0.06265268,77,0.092027351,8.601420403,38.33766234,9606.ENSP00000296871,50.34200066,FALSE,9606.ENSP00000296871,P04141,,2.78E+27,0.492806212
396,stringdb:9606.ENSP00000225275,1265.415929,0.062923943,79,0.082895607,8.625089645,33.11392405,9606.ENSP00000225275,47.68299511,FALSE,9606.ENSP00000225275,P05164,,2.26E+27,0.490580239
332,stringdb:9606.ENSP00000278616,1691.641917,0.062607697,77,0.078617357,8.601420403,30.80519481,9606.ENSP00000278616,47.36802955,FALSE,9606.ENSP00000278616,Q13315,,2.03E+27,0.488916631
95,stringdb:9606.ENSP00000263923,718.7125784,0.062860438,77,0.090878785,8.601420403,35.16883117,9606.ENSP00000263923,46.59995322,FALSE,9606.ENSP00000263923,P35968,,2.72E+27,0.488909809
112,stringdb:9606.ENSP00000302486,637.5496994,0.062634679,74,0.093103796,8.563817978,37.91891892,9606.ENSP00000302486,47.51309072,FALSE,9606.ENSP00000302486,Q02750,,2.85E+27,0.485999522
152,stringdb:9606.ENSP00000263967,1044.94098,0.062607697,78,0.082566664,8.613388062,31.46153846,9606.ENSP00000263967,46.0109126,FALSE,9606.ENSP00000263967,P42336,,2.24E+27,0.483278926
286,stringdb:9606.ENSP00000386884,570.9309331,0.0625,72,0.088471398,8.53723526,37.36111111,9606.ENSP00000386884,48.4184211,FALSE,9606.ENSP00000386884,P61073,,2.57E+27,0.474813401
142,stringdb:9606.ENSP00000358022,391.3375707,0.062410535,72,0.085556634,8.53723526,35.83333333,9606.ENSP00000358022,47.77886034,FALSE,9606.ENSP00000358022,Q9UHR8,,2.41E+27,0.466611113
139,stringdb:9606.ENSP00000441691,491.6281167,0.062535858,67,0.0810702,8.464781761,35.6119403,9606.ENSP00000441691,44.4395818,FALSE,9606.ENSP00000441691,P11215,,2.16E+27,0.456206805
127,stringdb:9606.ENSP00000304895,783.6694787,0.062706745,68,0.074585259,8.480012894,28.82352941,9606.ENSP00000304895,37.48503496,FALSE,9606.ENSP00000304895,P35568,,1.83E+27,0.454256649
417,stringdb:9606.ENSP00000344192,393.9392613,0.062553802,64,0.081938669,8.416641235,37.46875,9606.ENSP00000344192,44.77952389,FALSE,9606.ENSP00000344192,Q16552,,2.21E+27,0.45190856
497,stringdb:9606.ENSP00000368683,438.7088951,0.062491042,65,0.079077475,8.433109283,31.87692308,9606.ENSP00000368683,39.11204232,FALSE,9606.ENSP00000368683,P05305,,2.06E+27,0.449550681
378,stringdb:9606.ENSP00000324806,892.6018914,0.06265268,65,0.070196405,8.433109283,25.29230769,9606.ENSP00000324806,32.50909419,FALSE,9606.ENSP00000324806,P49841,,1.62E+27,0.44595734
101,stringdb:9606.ENSP00000268035,363.8486177,0.06265268,62,0.075039454,8.382344246,31.83870968,9606.ENSP00000268035,38.14223867,FALSE,9606.ENSP00000268035,P08069,,1.85E+27,0.438990944
124,stringdb:9606.ENSP00000226574,199.6331912,0.06231242,60,0.079192825,8.346103668,33.93333333,9606.ENSP00000226574,38.86568191,FALSE,9606.ENSP00000226574,P19838,,2.06E+27,0.438101233
348,stringdb:9606.ENSP00000380252,826.0473866,0.062733813,61,0.066160761,8.364478111,25.70491803,9606.ENSP00000380252,31.56007036,FALSE,9606.ENSP00000380252,Q16236,,1.44E+27,0.434007949
397,stringdb:9606.ENSP00000223095,174.589093,0.062553802,59,0.075379871,8.327202797,34.54237288,9606.ENSP00000223095,39.52266035,FALSE,9606.ENSP00000223095,P05121,,1.87E+27,0.431653315
488,stringdb:9606.ENSP00000266970,699.4360688,0.062562778,60,0.06729684,8.346103668,29.76666667,9606.ENSP00000266970,37.22593664,FALSE,9606.ENSP00000266970,P24941,,1.49E+27,0.431289739
157,stringdb:9606.ENSP00000216797,197.3236602,0.062205735,57,0.074964963,8.287717819,32.49122807,9606.ENSP00000216797,36.91141292,FALSE,9606.ENSP00000216797,P25963,,1.85E+27,0.42764569
229,stringdb:9606.ENSP00000242057,1192.502317,0.062535858,59,0.058354136,8.327202797,24.13559322,9606.ENSP00000242057,28.58276159,FALSE,9606.ENSP00000242057,P35869,,1.12E+27,0.426399643
311,stringdb:9606.ENSP00000355231,827.3924347,0.062241256,59,0.062843464,8.327202797,24,9606.ENSP00000355231,32.86720738,FALSE,9606.ENSP00000355231,Q14457,,1.30E+27,0.424717342
445,stringdb:9606.ENSP00000365380,311.263926,0.062294614,55,0.071243487,8.245830536,33.12727273,9606.ENSP00000365380,37.36525376,FALSE,9606.ENSP00000365380,Q9BZS1,,1.67E+27,0.422233183
174,stringdb:9606.ENSP00000308541,1418.708135,0.062634679,54,0.055872295,8.223910332,20.07407407,9606.ENSP00000308541,25.57906219,FALSE,9606.ENSP00000308541,Q9UCA1,,1.03E+27,0.42134148
130,stringdb:9606.ENSP00000367851,488.7234637,0.062473134,57,0.066024393,8.287717819,27.64912281,9606.ENSP00000367851,33.54566393,FALSE,9606.ENSP00000367851,P04839,,1.43E+27,0.421175979
465,stringdb:9606.ENSP00000358548,195.2979638,0.062072893,59,0.069011673,8.327202797,30.23728814,9606.ENSP00000358548,36.61995686,FALSE,9606.ENSP00000358548,P01111,,1.57E+27,0.420756552
334,stringdb:9606.ENSP00000337915,2341.5748,0.062670691,71,0.027741907,8.523451805,20.42253521,9606.ENSP00000337915,42.68433401,FALSE,9606.ENSP00000337915,P08684,,2.53E+26,0.419117695
224,stringdb:9606.ENSP00000329357,643.2059611,0.062455236,57,0.061387911,8.287717819,22.80701754,9606.ENSP00000329357,27.06269427,FALSE,9606.ENSP00000329357,P08047,,1.24E+27,0.41727854
439,stringdb:9606.ENSP00000257904,258.5370398,0.062241256,58,0.066095203,8.307749748,29.93103448,9606.ENSP00000257904,36.01483662,FALSE,9606.ENSP00000257904,P11802,,1.44E+27,0.417091242
462,stringdb:9606.ENSP00000378699,536.6873858,0.062214612,60,0.060624938,8.346103668,27.13333333,9606.ENSP00000378699,36.35121515,FALSE,9606.ENSP00000378699,P06493,,1.21E+27,0.416846908
214,stringdb:9606.ENSP00000256442,318.8492843,0.062321326,56,0.066267833,8.26708889,31.25,9606.ENSP00000256442,38.20269779,FALSE,9606.ENSP00000256442,P14635,,1.44E+27,0.416358167
344,stringdb:9606.ENSP00000333685,112.8494208,0.062259032,53,0.071019754,8.201298714,30.67924528,9606.ENSP00000333685,34.18503064,FALSE,9606.ENSP00000333685,Q2XNF2,,1.66E+27,0.415369267
476,stringdb:9606.ENSP00000324648,2127.05495,0.062607697,71,0.028145464,8.523451805,20.22535211,9606.ENSP00000324648,42.40699347,FALSE,9606.ENSP00000324648,P20813,,2.60E+26,0.41524709
215,stringdb:9606.ENSP00000319788,1151.911923,0.062571757,58,0.051424216,8.307748795,23.51724138,9606.ENSP00000319788,30.92728243,FALSE,9606.ENSP00000319788,P15559,,8.70E+26,0.414228786
194,stringdb:9606.ENSP00000355759,275.6983414,0.062232372,57,0.064248927,8.287717819,27.0877193,9606.ENSP00000355759,33.20678778,FALSE,9606.ENSP00000355759,P09874,,1.36E+27,0.413415355
105,stringdb:9606.ENSP00000387662,1429.539629,0.062607697,54,0.050264459,8.223910332,18.92592593,9606.ENSP00000387662,24.62280585,FALSE,9606.ENSP00000387662,P01275,,8.31E+26,0.413141234
325,stringdb:9606.ENSP00000304915,209.4257538,0.062214612,53,0.066813432,8.201298714,32.94339623,9606.ENSP00000304915,37.46176645,FALSE,9606.ENSP00000304915,P35225,,1.47E+27,0.410865957
192,stringdb:9606.ENSP00000317272,193.0968121,0.06231242,53,0.066711828,8.201298714,29.54716981,9606.ENSP00000317272,33.76229325,FALSE,9606.ENSP00000317272,P08581,,1.46E+27,0.410774104
145,stringdb:9606.ENSP00000305651,208.1277791,0.062108262,51,0.066360682,8.1539011,33.92156863,9606.ENSP00000305651,38.00171244,FALSE,9606.ENSP00000305651,P02778,,1.45E+27,0.407268655
315,stringdb:9606.ENSP00000312987,1186.293124,0.062589722,53,0.050335899,8.201298714,18.0754717,9606.ENSP00000312987,22.32947148,FALSE,9606.ENSP00000312987,Q6B4V6,,8.33E+26,0.407144177
237,stringdb:9606.ENSP00000237612,1639.97329,0.062428408,53,0.044380873,8.201298714,18.18867925,9606.ENSP00000237612,23.24733858,FALSE,9606.ENSP00000237612,Q9UNQ0,,6.48E+26,0.406626575
209,stringdb:9606.ENSP00000233242,1473.862739,0.062589722,59,0.040814407,8.327202797,17.55932203,9606.ENSP00000233242,29.26622901,FALSE,9606.ENSP00000233242,Q13787,,5.48E+26,0.406161652
389,stringdb:9606.ENSP00000384863,2043.877791,0.062392673,47,0.043471698,8.049193382,14.72340426,9606.ENSP00000384863,17.98950108,FALSE,9606.ENSP00000384863,O14980,,6.21E+26,0.405630371
487,stringdb:9606.ENSP00000299855,104.2474082,0.062250143,49,0.067845374,8.103302002,32.93877551,9606.ENSP00000299855,35.88063674,FALSE,9606.ENSP00000299855,P08254,,1.51E+27,0.405487035
284,stringdb:9606.ENSP00000331736,192.178846,0.062241256,51,0.064543299,8.1539011,32.74509804,9606.ENSP00000331736,35.27524163,FALSE,9606.ENSP00000331736,P16581,,1.37E+27,0.40477894
63,stringdb:9606.ENSP00000248553,441.2152369,0.062455236,48,0.062068783,8.076709747,25.45833333,9606.ENSP00000248553,28.19689571,FALSE,9606.ENSP00000248553,Q9UC36,,1.27E+27,0.403116324
490,stringdb:9606.ENSP00000346671,229.8794983,0.062223491,50,0.063637555,8.129019737,28.08,9606.ENSP00000346671,32.00942119,FALSE,9606.ENSP00000346671,P06241,,1.33E+27,0.402866427
190,stringdb:9606.ENSP00000361423,407.588813,0.062241256,51,0.059952024,8.1539011,24.54901961,9606.ENSP00000361423,28.24330258,FALSE,9606.ENSP00000361423,P00519,,1.18E+27,0.402217644
94,stringdb:9606.ENSP00000354932,70.05928894,0.062143672,48,0.066675462,8.076709747,34.25,9606.ENSP00000354932,36.45403701,FALSE,9606.ENSP00000354932,Q15399,,1.46E+27,0.401422916
373,stringdb:9606.ENSP00000309572,433.1070987,0.062339148,50,0.05948459,8.129019737,26.28,9606.ENSP00000309572,29.11146671,FALSE,9606.ENSP00000309572,O14746,,1.16E+27,0.401164242
110,stringdb:9606.ENSP00000391826,1085.449635,0.062259032,45,0.05441232,7.991196156,23.55555556,9606.ENSP00000391826,25.92613658,FALSE,9606.ENSP00000391826,Q9UC68,,9.74E+26,0.399962694
230,stringdb:9606.ENSP00000369050,1950.445195,0.062535858,60,0.029567471,8.346103668,21.5,9606.ENSP00000369050,36.46886248,FALSE,9606.ENSP00000369050,P04798,,2.87E+26,0.399915867
277,stringdb:9606.ENSP00000327251,98.3728037,0.06231242,47,0.06447883,8.049193382,31.53191489,9606.ENSP00000327251,32.97172709,FALSE,9606.ENSP00000327251,Q9UD42,,1.37E+27,0.398137975
318,stringdb:9606.ENSP00000231454,100.7940393,0.062090572,49,0.063325055,8.103302002,30.85714286,9606.ENSP00000231454,33.50831095,FALSE,9606.ENSP00000231454,P05113,,1.32E+27,0.398101436
323,stringdb:9606.ENSP00000322788,77.78976344,0.062223491,46,0.064834259,8.020703316,31.91304348,9606.ENSP00000322788,34.10673438,FALSE,9606.ENSP00000322788,P03956,,1.38E+27,0.396669876
167,stringdb:9606.ENSP00000364802,236.8999106,0.062294614,49,0.056281,8.103302002,21.46938776,9606.ENSP00000364802,24.71130453,FALSE,9606.ENSP00000364802,P0DMV8,,1.04E+27,0.391137784
453,stringdb:9606.ENSP00000272190,817.9133084,0.062392673,44,0.052135751,7.960609436,23.22727273,9606.ENSP00000272190,25.43781699,FALSE,9606.ENSP00000272190,P00797,,8.94E+26,0.390597903
202,stringdb:9606.ENSP00000454071,1036.270659,0.062330236,51,0.042899136,8.1539011,19.29411765,9606.ENSP00000454071,27.56573402,FALSE,9606.ENSP00000454071,Q53ZD9,,6.05E+26,0.389675827
85,stringdb:9606.ENSP00000308925,68.04906709,0.062143672,44,0.061676264,7.960609436,31.13636364,9606.ENSP00000308925,32.7791743,FALSE,9606.ENSP00000308925,Q9BXR5,,1.25E+27,0.389001352
489,stringdb:9606.ENSP00000419970,3462.606447,0.062002275,41,0.01874177,7.861715794,10.29268293,9606.ENSP00000419970,17.21123438,FALSE,9606.ENSP00000419970,P16435,,1.16E+26,0.38794327
385,stringdb:9606.ENSP00000231004,231.8676165,0.062294614,43,0.056290694,7.9288764,23.76744186,9606.ENSP00000231004,25.80360528,FALSE,9606.ENSP00000231004,P28300,,1.04E+27,0.383590379
236,stringdb:9606.ENSP00000363512,712.2177085,0.062303515,49,0.044036243,8.103302002,19.02040816,9606.ENSP00000363512,26.43232206,FALSE,9606.ENSP00000363512,P09917,,6.38E+26,0.38238891
322,stringdb:9606.ENSP00000341189,70.94833026,0.061870299,44,0.057845287,7.960609436,26.40909091,9606.ENSP00000341189,28.41913794,FALSE,9606.ENSP00000341189,Q05397,,1.10E+27,0.382319814
409,stringdb:9606.ENSP00000448165,273.7839519,0.062037564,49,0.050148323,8.103302002,24.04081633,9606.ENSP00000448165,31.61225873,FALSE,9606.ENSP00000448165,Q9UJ65,,8.27E+26,0.381778593
339,stringdb:9606.ENSP00000324856,307.5700553,0.062356979,47,0.04970134,8.049193382,20.68085106,9606.ENSP00000324856,24.26993328,FALSE,9606.ENSP00000324856,Q15831,,8.12E+26,0.380535569
419,stringdb:9606.ENSP00000263317,280.7032881,0.062294614,43,0.053358961,7.928876877,25.20930233,9606.ENSP00000263317,28.01729676,FALSE,9606.ENSP00000263317,Q9NPH5,,9.36E+26,0.380208215
363,stringdb:9606.ENSP00000171111,229.8956139,0.062330236,45,0.05130332,7.991195679,22.22222222,9606.ENSP00000171111,25.06100578,FALSE,9606.ENSP00000171111,Q14145,,8.65E+26,0.378788238
179,stringdb:9606.ENSP00000222553,1820.275836,0.062125962,41,0.032799929,7.861715794,12.68292683,9606.ENSP00000222553,17.46932055,FALSE,9606.ENSP00000222553,P43490,,3.54E+26,0.376917097
220,stringdb:9606.ENSP00000342307,700.0679876,0.062223491,42,0.046115343,7.895937443,18.85714286,9606.ENSP00000342307,22.17483522,FALSE,9606.ENSP00000342307,Q08050,,6.99E+26,0.376212583
477,stringdb:9606.ENSP00000241453,171.0200309,0.061967027,43,0.052523203,7.9288764,21.90697674,9606.ENSP00000241453,24.40168781,FALSE,9606.ENSP00000241453,P36888,,9.07E+26,0.375537064
254,stringdb:9606.ENSP00000267163,261.8592047,0.062046392,44,0.049482934,7.960609436,22.86363636,9606.ENSP00000267163,25.64690396,FALSE,9606.ENSP00000267163,P06400,,8.05E+26,0.374373373
171,stringdb:9606.ENSP00000360683,143.4537139,0.062232372,41,0.05262395,7.861715794,23.02439024,9606.ENSP00000360683,24.63634124,FALSE,9606.ENSP00000360683,P18031,,9.11E+26,0.373687428
67,stringdb:9606.ENSP00000251849,46.88729784,0.061923022,40,0.054611355,7.826151371,25.9,9606.ENSP00000251849,27.14579336,FALSE,9606.ENSP00000251849,P04049,,9.81E+26,0.372284465
437,stringdb:9606.ENSP00000358327,104.3234818,0.06187908,44,0.049962189,7.960609436,25.09090909,9606.ENSP00000358327,29.38312078,FALSE,9606.ENSP00000358327,Q96BA0,,8.21E+26,0.37133139
471,stringdb:9606.ENSP00000320171,1945.172058,0.062055223,35,0.032414716,7.624930859,11.48571429,9606.ENSP00000320171,16.37825988,FALSE,9606.ENSP00000320171,Q96E76,,3.46E+26,0.371067779
219,stringdb:9606.ENSP00000363868,1290.550184,0.062285714,43,0.033727389,7.9288764,16,9606.ENSP00000363868,21.13036354,FALSE,9606.ENSP00000363868,Q9UN09,,3.74E+26,0.370970051
66,stringdb:9606.ENSP00000416293,200.9076019,0.062339148,42,0.047992695,7.895937443,20.19047619,9606.ENSP00000416293,22.64387403,FALSE,9606.ENSP00000416293,P11166,,7.57E+26,0.369615741
313,stringdb:9606.ENSP00000241261,78.21147909,0.06187908,40,0.052342847,7.826151371,24.65,9606.ENSP00000241261,27.62174734,FALSE,9606.ENSP00000241261,P50591,,9.01E+26,0.369369355
457,stringdb:9606.ENSP00000336528,1651.855232,0.062401603,50,0.020820398,8.129019737,16.68,9606.ENSP00000336528,25.85541592,FALSE,9606.ENSP00000336528,Q9UJ26,,1.43E+26,0.368117551
350,stringdb:9606.ENSP00000361850,86.55731161,0.062028738,37,0.051546078,7.710486412,24,9606.ENSP00000361850,25.58193824,FALSE,9606.ENSP00000361850,P00749,,8.74E+26,0.365203558
210,stringdb:9606.ENSP00000257770,1461.122719,0.061782627,36,0.034654487,7.668633461,16.11111111,9606.ENSP00000257770,22.70517032,FALSE,9606.ENSP00000257770,P21589,,3.95E+26,0.365040043
492,stringdb:9606.ENSP00000216037,483.8014294,0.062090572,38,0.044992611,7.750630379,19.42105263,9606.ENSP00000216037,22.881118,FALSE,9606.ENSP00000216037,P17861,,6.66E+26,0.364799303
198,stringdb:9606.ENSP00000221130,310.0652915,0.062410535,43,0.042140096,7.9288764,20.46511628,9606.ENSP00000221130,24.90789637,FALSE,9606.ENSP00000221130,P00390,,5.84E+26,0.364614934
106,stringdb:9606.ENSP00000320935,494.7369001,0.062356979,42,0.040488061,7.895937443,17.38095238,9606.ENSP00000320935,19.74031455,FALSE,9606.ENSP00000320935,P14672,,5.39E+26,0.364351283
424,stringdb:9606.ENSP00000381607,1184.368011,0.062241256,42,0.031040555,7.895937443,16.85714286,9606.ENSP00000381607,19.16642694,FALSE,9606.ENSP00000381607,P09211,,3.17E+26,0.363482012
393,stringdb:9606.ENSP00000370473,334.0005954,0.062134815,40,0.043465562,7.826150894,16.95,9606.ENSP00000370473,19.70112818,FALSE,9606.ENSP00000370473,P17936,,6.21E+26,0.362246938
463,stringdb:9606.ENSP00000267953,192.2746317,0.062046392,39,0.046272364,7.789153576,20.92307692,9606.ENSP00000267953,24.88610755,FALSE,9606.ENSP00000267953,Q16548,,7.04E+26,0.362027612
164,stringdb:9606.ENSP00000312286,550.6162679,0.062250143,41,0.039274726,7.861715794,17.56097561,9606.ENSP00000312286,20.11196718,FALSE,9606.ENSP00000312286,P04054,,5.07E+26,0.361994738
89,stringdb:9606.ENSP00000303394,57.14962211,0.062055223,35,0.051105559,7.624930859,22.85714286,9606.ENSP00000303394,23.73925339,FALSE,9606.ENSP00000303394,Q12988,,8.59E+26,0.361587263
98,stringdb:9606.ENSP00000296545,104.6042502,0.061835201,38,0.048505481,7.750629902,25.57894737,9606.ENSP00000296545,27.27603678,FALSE,9606.ENSP00000296545,P40933,,7.74E+26,0.361545397
426,stringdb:9606.ENSP00000334145,205.6119618,0.062196862,38,0.045298409,7.750629902,22.36842105,9606.ENSP00000334145,24.09694148,FALSE,9606.ENSP00000334145,P13726,,6.75E+26,0.360188287
73,stringdb:9606.ENSP00000372023,215.3919047,0.06187908,42,0.042495914,7.895937443,21.52380952,9606.ENSP00000372023,25.99502315,FALSE,9606.ENSP00000372023,Q9HCQ8,,5.94E+26,0.359968534
153,stringdb:9606.ENSP00000287936,1716.201311,0.062330236,43,0.020490548,7.9288764,13.76744186,9606.ENSP00000287936,22.36732057,FALSE,9606.ENSP00000287936,P04035,,1.38E+26,0.35991187
83,stringdb:9606.ENSP00000260682,873.697357,0.061940617,59,0.018049128,8.327202797,20.71186441,9606.ENSP00000260682,37.19035528,FALSE,9606.ENSP00000260682,P11712,,1.07E+26,0.358092709
383,stringdb:9606.ENSP00000330382,47.13846894,0.061817666,36,0.047913361,7.668633461,22.5,9606.ENSP00000330382,23.8982661,FALSE,9606.ENSP00000330382,P01127,,7.55E+26,0.35698095
333,stringdb:9606.ENSP00000276431,266.0878911,0.061975835,36,0.044288412,7.668633461,20.05555556,9606.ENSP00000276431,22.68503378,FALSE,9606.ENSP00000276431,O14763,,6.45E+26,0.356535867
150,stringdb:9606.ENSP00000408695,162.3242608,0.062055223,38,0.043620367,7.750629902,16.73684211,9606.ENSP00000408695,18.0382127,FALSE,9606.ENSP00000408695,P17252,,6.26E+26,0.356299243
327,stringdb:9606.ENSP00000301645,1564.045113,0.062064057,48,0.016416699,8.076709747,14.20833333,9606.ENSP00000301645,24.13316262,FALSE,9606.ENSP00000301645,P22680,,8.86E+25,0.356064486
429,stringdb:9606.ENSP00000226279,269.3079399,0.061923022,38,0.04060965,7.750629902,16.21052632,9606.ENSP00000226279,17.28224754,FALSE,9606.ENSP00000226279,P28907,,5.42E+26,0.353431054
241,stringdb:9606.ENSP00000285930,1393.763051,0.062196862,30,0.02971668,7.37417078,10.8,9606.ENSP00000285930,11.95788675,FALSE,9606.ENSP00000285930,P15121,,2.90E+26,0.350545363
148,stringdb:9606.ENSP00000337332,753.3476913,0.062072893,34,0.034028027,7.579279423,15.05882353,9606.ENSP00000337332,16.19291983,FALSE,9606.ENSP00000337332,Q9NRC7,,3.81E+26,0.348817288
472,stringdb:9606.ENSP00000369757,613.3030596,0.061817666,34,0.035740647,7.579278946,14.11764706,9606.ENSP00000369757,16.79502538,FALSE,9606.ENSP00000369757,P62753,,4.20E+26,0.347605324
117,stringdb:9606.ENSP00000303208,1204.36841,0.062019915,34,0.027353449,7.579279423,13.47058824,9606.ENSP00000303208,16.49020852,FALSE,9606.ENSP00000303208,Q8NBP7,,2.46E+26,0.347602332
90,stringdb:9606.ENSP00000343925,275.9131272,0.062294614,32,0.040603083,7.481533527,16.625,9606.ENSP00000343925,18.05349811,FALSE,9606.ENSP00000343925,Q92731,,5.42E+26,0.347533076
356,stringdb:9606.ENSP00000359424,119.0082216,0.061800142,35,0.041242886,7.624930859,16.91428571,9606.ENSP00000359424,18.38706725,FALSE,9606.ENSP00000359424,O15111,,5.59E+26,0.347201044
169,stringdb:9606.ENSP00000309757,450.9787174,0.062179122,40,0.031054065,7.826151371,16.75,9606.ENSP00000309757,21.26310834,FALSE,9606.ENSP00000309757,P06858,,3.17E+26,0.34633333
69,stringdb:9606.ENSP00000259206,802.4373663,0.061529777,29,0.037038416,7.316426754,21.44827586,9606.ENSP00000259206,22.21428571,FALSE,9606.ENSP00000259206,P18510,,4.51E+26,0.34591401
287,stringdb:9606.ENSP00000289153,302.2383424,0.061616733,36,0.037335448,7.668633461,18.11111111,9606.ENSP00000289153,20.57318265,FALSE,9606.ENSP00000289153,P42338,,4.58E+26,0.345550204
362,stringdb:9606.ENSP00000342007,732.2522968,0.061765123,56,0.014239224,8.26708889,19.67857143,9606.ENSP00000342007,33.45283578,FALSE,9606.ENSP00000342007,P05177,,6.67E+25,0.345249525
422,stringdb:9606.ENSP00000225174,1193.030504,0.061993459,32,0.026886407,7.481533051,11.5625,9606.ENSP00000225174,12.81394268,FALSE,9606.ENSP00000225174,P30405,,2.38E+26,0.344096733
154,stringdb:9606.ENSP00000362057,39.99392349,0.062108262,31,0.041666601,7.429144859,22.70967742,9606.ENSP00000362057,23.82894737,FALSE,9606.ENSP00000362057,Q9Y5S8,,5.71E+26,0.342495673
232,stringdb:9606.ENSP00000303174,659.9110463,0.062134815,47,0.019807898,8.049194336,19.61702128,9606.ENSP00000303174,25.34591886,FALSE,9606.ENSP00000303174,P19224,,1.29E+26,0.34231879
133,stringdb:9606.ENSP00000407375,331.97407,0.062267923,36,0.032685615,7.668633461,15.72222222,9606.ENSP00000407375,17.44544488,FALSE,9606.ENSP00000407375,P07203,,3.51E+26,0.341777635
