"SUID","@id","Betweenness","Closeness","Degree","Eigenvector","Information","LAC","name","Network","selected","shared name","stringdb::canonical name","stringdb::full name","Subgragh"
"218","stringdb:9606.ENSP00000247992","30.42014630722466","0.06121016425663344","16.0","0.009658615104854107","6.170849323272705","10.375","9606.ENSP00000247992","11.066666666666666","false","9606.ENSP00000247992","Q5R387",,"3.067597616388715E25"
"219","stringdb:9606.ENSP00000363868","1290.5501835646319","0.062285714285714285","43.0","0.033727388828992844","7.9288763999938965","16.0","9606.ENSP00000363868","21.130363543093093","false","9606.ENSP00000363868","Q9UN09",,"3.740538160611573E26"
"220","stringdb:9606.ENSP00000342307","700.0679876255286","0.062223490794919366","42.0","0.046115342527627945","7.895937442779541","18.857142857142858","9606.ENSP00000342307","22.17483522247488","false","9606.ENSP00000342307","Q08050",,"6.992935628065592E26"
"221","stringdb:9606.ENSP00000411532","319.7187684798846","0.0616952030564596","31.0","0.02676110714673996","7.429144859313965","14.387096774193548","9606.ENSP00000411532","16.9278039246555","false","9606.ENSP00000411532","Q9UQP9",,"2.35492352330085E26"
"222","stringdb:9606.ENSP00000287295","58.868669500782175","0.06127037661607645","17.0","0.01803060621023178","6.297250270843506","10.235294117647058","9606.ENSP00000287295","10.95","false","9606.ENSP00000287295","Q5JUZ7",,"1.0690285718049474E26"
"223","stringdb:9606.ENSP00000329117","128.82614955214893","0.061296218192042735","11.0","0.011104934848845005","5.363367557525635","3.6363636363636362","9606.ENSP00000329117","4.0","false","9606.ENSP00000329117","Q5JTC6",,"4.055091948322748E25"
"224","stringdb:9606.ENSP00000329357","643.2059610725441","0.06245523563959318","57.0","0.061387911438941956","8.287717819213867","22.80701754385965","9606.ENSP00000329357","27.062694268424817","false","9606.ENSP00000329357","P08047",,"1.2391799556350387E27"
"225","stringdb:9606.ENSP00000215812","841.9999999999998","0.056756053111168964","2.0","2.8600288715097122E-5","2.297236442565918","0.0","9606.ENSP00000215812","0.0","false","9606.ENSP00000215812","Q9UDX4",,"2.689734943184708E20"
"226","stringdb:9606.ENSP00000253063","127.84109379411625","0.06120157215047726","13.0","0.01241915114223957","5.727384090423584","4.615384615384615","9606.ENSP00000253063","5.066666666666666","false","9606.ENSP00000253063","P58004",,"5.071687402538863E25"
"227","stringdb:9606.ENSP00000458537","6.378577820742877","0.060868351249476475","3.0","0.004900783766061068","2.8380539417266846","0.6666666666666666","9606.ENSP00000458537","1.0","false","9606.ENSP00000458537","P40313",,"7.897684091861088E24"
"228","stringdb:9606.ENSP00000290573","572.4483901416892","0.06187029941819214","23.0","0.019922036677598953","6.897789478302002","8.782608695652174","9606.ENSP00000290573","10.297979797979798","false","9606.ENSP00000290573","P52789",,"1.3050769827883903E26"
